src_region,dst_region,edge_weight,edge_type
cSC,cIC,0.16070449654268085,contra_internal
iSC,iLDThal,0.3979828320624531,ipsi
cSC,cLDThal,0.3979828320624531,contra_internal
iSC,iCauThal,0.11701936263982105,ipsi
cSC,cCauThal,0.11701936263982105,contra_internal
iSC,iLS,0.00892975949440741,ipsi
cSC,cLS,0.00892975949440741,contra_internal
iSC,iPAG,0.5482360239864423,ipsi
cSC,cPAG,0.5482360239864423,contra_internal
iSC,iPS,0.01498273807355993,ipsi
cSC,cPS,0.01498273807355993,contra_internal
iSC,iVLThal,0.08007547809675616,ipsi
cSC,cVLThal,0.08007547809675616,contra_internal
iSC,iRSC,0.04182646770312605,ipsi
cSC,cRSC,0.04182646770312605,contra_internal
iSC,iRSC-b,0.028265723022855672,ipsi
cSC,cRSC-b,0.028265723022855672,contra_internal
iSC,iRSA,0.04182646770312605,ipsi
cSC,cRSA,0.04182646770312605,contra_internal
iSC,iVMThal,0.030263519457094035,ipsi
cSC,cVMThal,0.030263519457094035,contra_internal
iSC,iSuC,0.7085975323132476,ipsi
cSC,cSuC,0.7085975323132476,contra_internal
iSC,iSN,0.02062368746877783,ipsi
cSC,cSN,0.02062368746877783,contra_internal
iSC,iVTA,0.03786174168275751,ipsi
cSC,cVTA,0.03786174168275751,contra_internal
iMS,iPMCo,0.015614790113780823,ipsi
cMS,cPMCo,0.015614790113780823,contra_internal
iMS,iHipp,0.2531418984958196,ipsi
cMS,cHipp,0.2531418984958196,contra_internal
iMS,iEct,0.015709744549973006,ipsi
cMS,cEct,0.015709744549973006,contra_internal
iMS,iLEnt,0.19462328922339814,ipsi
cMS,cLEnt,0.19462328922339814,contra_internal
iMS,iEnt,0.18933625070622243,ipsi
cMS,cEnt,0.18933625070622243,contra_internal
iMS,iMamm,0.015306708859870819,ipsi
cMS,cMamm,0.015306708859870819,contra_internal
iMS,iPS,0.04481795488070976,ipsi
cMS,cPS,0.04481795488070976,contra_internal
iMS,iRSC,0.01626194818827885,ipsi
cMS,cRSC,0.01626194818827885,contra_internal
iMS,iRSC-b,0.011111478735648835,ipsi
cMS,cRSC-b,0.011111478735648835,contra_internal
iMS,iRSA,0.01626194818827885,ipsi
cMS,cRSA,0.01626194818827885,contra_internal
iDP,iCg,0.04259938379862116,ipsi
cDP,cCg,0.04259938379862116,contra_internal
iDP,iAcb,0.09983007489747957,ipsi
cDP,cAcb,0.09983007489747957,contra_internal
iDP,iTC,0.02885668998432082,ipsi
cDP,cTC,0.02885668998432082,contra_internal
iDP,iAI,0.08501553737151192,ipsi
cDP,cAI,0.08501553737151192,contra_internal
iDP,iAI-b,0.06140471342403284,ipsi
cDP,cAI-b,0.06140471342403284,contra_internal
iDP,iMDThal,0.03629172997517487,ipsi
cDP,cMDThal,0.03629172997517487,contra_internal
iDP,iDpMe,0.10113400634007018,ipsi
cDP,cDpMe,0.10113400634007018,contra_internal
iDP,iCl,0.04034587858634674,ipsi
cDP,cCl,0.04034587858634674,contra_internal
iDP,iCPu,0.14703193685772278,ipsi
cDP,cCPu,0.14703193685772278,contra_internal
iDP,iPnO,0.02859476228696868,ipsi
cDP,cPnO,0.02859476228696868,contra_internal
iDP,iEct,0.007678892469872613,ipsi
cDP,cEct,0.007678892469872613,contra_internal
iDP,iLEnt,0.018003343035638456,ipsi
cDP,cLEnt,0.018003343035638456,contra_internal
iDP,iEnt,0.009081917724841359,ipsi
cDP,cEnt,0.009081917724841359,contra_internal
iDP,iDEn,0.047054745485654366,ipsi
cDP,cDEn,0.047054745485654366,contra_internal
iDP,iEn,0.02407538583536752,ipsi
cDP,cEn,0.02407538583536752,contra_internal
iDP,iIC,0.09890124755979163,ipsi
cDP,cIC,0.09890124755979163,contra_internal
iDP,iM1,0.13861429627187988,ipsi
cDP,cM1,0.13861429627187988,contra_internal
iDP,iM2,0.44634104945656583,ipsi
cDP,cM2,0.44634104945656583,contra_internal
iDP,iM,0.3155696210800083,ipsi
cDP,cM,0.3155696210800083,contra_internal
iDP,iMO,0.05148811749045659,ipsi
cDP,cMO,0.05148811749045659,contra_internal
iDP,iVO,0.11851992715722666,ipsi
cDP,cVO,0.11851992715722666,contra_internal
iDP,iPAG,0.10020284661768325,ipsi
cDP,cPAG,0.10020284661768325,contra_internal
iDP,iPrL,0.059043238159427684,ipsi
cDP,cPrL,0.059043238159427684,contra_internal
iDP,iVLThal,0.02551041349561595,ipsi
cDP,cVLThal,0.02551041349561595,contra_internal
iDP,iVMThal,0.04838099272314071,ipsi
cDP,cVMThal,0.04838099272314071,contra_internal
iDP,iSuC,0.06796626572127971,ipsi
cDP,cSuC,0.06796626572127971,contra_internal
iDP,iot,0.16003476715604048,ipsi
cDP,cot,0.16003476715604048,contra_internal
iDP,iSN,0.036681269682731665,ipsi
cDP,cSN,0.036681269682731665,contra_internal
iDP,iS2,0.007030029296768099,ipsi
cDP,cS2,0.007030029296768099,contra_internal
iDP,iS1-b,0.03147601222544544,ipsi
cDP,cS1-b,0.03147601222544544,contra_internal
iDP,iVTA,0.08316503765792095,ipsi
cDP,cVTA,0.08316503765792095,contra_internal
iMO,iCg,0.1639842088009322,ipsi
cMO,cCg,0.1639842088009322,contra_internal
iMO,iAcb,0.43284826225787226,ipsi
cMO,cAcb,0.43284826225787226,contra_internal
iMO,iAI,0.11079738572877934,ipsi
cMO,cAI,0.11079738572877934,contra_internal
iMO,iAI-b,0.103769291314187,ipsi
cMO,cAI-b,0.103769291314187,contra_internal
iMO,iAIP,0.03773795599013169,ipsi
cMO,cAIP,0.03773795599013169,contra_internal
iMO,iBLP,0.03666540439405256,ipsi
cMO,cBLP,0.03666540439405256,contra_internal
iMO,iBLA,0.02271275328662578,ipsi
cMO,cBLA,0.02271275328662578,contra_internal
iMO,iCl,0.02562745430361949,ipsi
cMO,cCl,0.02562745430361949,contra_internal
iMO,iCPu,0.44158534044097253,ipsi
cMO,cCPu,0.44158534044097253,contra_internal
iMO,iEct,0.02638761950341163,ipsi
cMO,cEct,0.02638761950341163,contra_internal
iMO,iLEnt,0.06224850783063065,ipsi
cMO,cLEnt,0.06224850783063065,contra_internal
iMO,iEnt,0.03208304521347646,ipsi
cMO,cEnt,0.03208304521347646,contra_internal
iMO,iDEn,0.022344731313211904,ipsi
cMO,cDEn,0.022344731313211904,contra_internal
iMO,iEn,0.012510602987517752,ipsi
cMO,cEn,0.012510602987517752,contra_internal
iMO,iLS,0.016112877819304584,ipsi
cMO,cLS,0.016112877819304584,contra_internal
iMO,iM2,0.17019215526149248,ipsi
cMO,cM2,0.17019215526149248,contra_internal
iMO,iM,0.09223404366367143,ipsi
cMO,cM,0.09223404366367143,contra_internal
iMO,iDP,0.06078800625443493,ipsi
cMO,cDP,0.06078800625443493,contra_internal
iMO,iVO,0.024129109499710647,ipsi
cMO,cVO,0.024129109499710647,contra_internal
iMO,iPRh,0.018469854162304178,ipsi
cMO,cPRh,0.018469854162304178,contra_internal
iMO,iPir,0.05308942723864158,ipsi
cMO,cPir,0.05308942723864158,contra_internal
iMO,iPrL,0.1699485220180329,ipsi
cMO,cPrL,0.1699485220180329,contra_internal
iMO,iRSC,0.020918026140913815,ipsi
cMO,cRSC,0.020918026140913815,contra_internal
iMO,iRSC-b,0.026262971113830327,ipsi
cMO,cRSC-b,0.026262971113830327,contra_internal
iMO,iRSA,0.020918026140913815,ipsi
cMO,cRSA,0.020918026140913815,contra_internal
iMO,iot,0.015465033493664642,ipsi
cMO,cot,0.015465033493664642,contra_internal
iVO,iAcb,0.011026990709993164,ipsi
cVO,cAcb,0.011026990709993164,contra_internal
iVO,iAI,0.01692113999160766,ipsi
cVO,cAI,0.01692113999160766,contra_internal
iVO,iAI-b,0.014988900979182838,ipsi
cVO,cAI-b,0.014988900979182838,contra_internal
iVO,iMDThal,0.01899254325396102,ipsi
cVO,cMDThal,0.01899254325396102,contra_internal
iVO,iAu,0.015988717926079095,ipsi
cVO,cAu,0.015988717926079095,contra_internal
iVO,iCl,0.03348055906905038,ipsi
cVO,cCl,0.03348055906905038,contra_internal
iVO,iCPu,0.5414666426231343,ipsi
cVO,cCPu,0.5414666426231343,contra_internal
iVO,iPnO,0.010746059478211629,ipsi
cVO,cPnO,0.010746059478211629,contra_internal
iVO,iDEn,0.04753447549525877,ipsi
cVO,cDEn,0.04753447549525877,contra_internal
iVO,iEn,0.02432647780324636,ipsi
cVO,cEn,0.02432647780324636,contra_internal
iVO,iM1,0.15607325771509412,ipsi
cVO,cM1,0.15607325771509412,contra_internal
iVO,iM,0.08404388746588158,ipsi
cVO,cM,0.08404388746588158,contra_internal
iVO,iDP,0.05248253663541214,ipsi
cVO,cDP,0.05248253663541214,contra_internal
iVO,iPir,0.1329628421069432,ipsi
cVO,cPir,0.1329628421069432,contra_internal
iVO,iVLThal,0.023488254970268335,ipsi
cVO,cVLThal,0.023488254970268335,contra_internal
iVO,iRSC,0.010587472864261689,ipsi
cVO,cRSC,0.010587472864261689,contra_internal
iVO,iRSC-b,0.015437725282488648,ipsi
cVO,cRSC-b,0.015437725282488648,contra_internal
iVO,iRSA,0.010587472864261689,ipsi
cVO,cRSA,0.010587472864261689,contra_internal
iVO,iVMThal,0.03331891353956895,ipsi
cVO,cVMThal,0.03331891353956895,contra_internal
iVO,iSN,0.00997567605074672,ipsi
cVO,cSN,0.00997567605074672,contra_internal
iVO,iS2,0.036875258840095085,ipsi
cVO,cS2,0.036875258840095085,contra_internal
iVO,iS1,0.027128646416001236,ipsi
cVO,cS1,0.027128646416001236,contra_internal
iVO,iS1-b,0.04982421168568061,ipsi
cVO,cS1-b,0.04982421168568061,contra_internal
iVO,iTeA,0.04981159745193976,ipsi
cVO,cTeA,0.04981159745193976,contra_internal
iVO,iV,0.055818583364625945,ipsi
cVO,cV,0.055818583364625945,contra_internal
iVO,iV-b,0.02699232434008069,ipsi
cVO,cV-b,0.02699232434008069,contra_internal
iPAG,iTC,0.028713911927880267,ipsi
cPAG,cTC,0.028713911927880267,contra_internal
iPAG,iDpMe,0.04903025210618892,ipsi
cPAG,cDpMe,0.04903025210618892,contra_internal
iPAG,iPnO,0.030920143928714772,ipsi
cPAG,cPnO,0.030920143928714772,contra_internal
iPAG,iIC,0.06051277831198642,ipsi
cPAG,cIC,0.06051277831198642,contra_internal
iPAG,iSuC,0.040262384343070945,ipsi
cPAG,cSuC,0.040262384343070945,contra_internal
iPAG,iot,0.02615275332041192,ipsi
cPAG,cot,0.02615275332041192,contra_internal
iPAG,iVTA,0.01729266755082499,ipsi
cPAG,cVTA,0.01729266755082499,contra_internal
iPS,iTC,0.009112546860140595,ipsi
cPS,cTC,0.009112546860140595,contra_internal
iPS,iDpMe,0.028726563208968766,ipsi
cPS,cDpMe,0.028726563208968766,contra_internal
iPS,iCPu,0.014620399039139953,ipsi
cPS,cCPu,0.014620399039139953,contra_internal
iPS,iHipp,0.035988471233507166,ipsi
cPS,cHipp,0.035988471233507166,contra_internal
iPS,iEct,0.19298972918940951,ipsi
cPS,cEct,0.19298972918940951,contra_internal
iPS,iLEnt,0.13558836673571403,ipsi
cPS,cLEnt,0.13558836673571403,contra_internal
iPS,iEnt,0.1569058115052134,ipsi
cPS,cEnt,0.1569058115052134,contra_internal
iPS,iIC,0.028355659346060717,ipsi
cPS,cIC,0.028355659346060717,contra_internal
iPS,iLDThal,0.11721016603653062,ipsi
cPS,cLDThal,0.11721016603653062,contra_internal
iPS,iPAG,0.02872043839928747,ipsi
cPS,cPAG,0.02872043839928747,contra_internal
iPS,iRSC,0.05741562238965712,ipsi
cPS,cRSC,0.05741562238965712,contra_internal
iPS,iRSC-b,0.0407902474779957,ipsi
cPS,cRSC-b,0.0407902474779957,contra_internal
iPS,iRSA,0.05741562238965712,ipsi
cPS,cRSA,0.05741562238965712,contra_internal
iPS,iVMThal,0.00996678960157104,ipsi
cPS,cVMThal,0.00996678960157104,contra_internal
iPS,iSuC,0.029993424125703334,ipsi
cPS,cSuC,0.029993424125703334,contra_internal
iPS,iTeA,0.025993183991252975,ipsi
cPS,cTeA,0.025993183991252975,contra_internal
iPS,iV-b,0.0097890287526239,ipsi
cPS,cV-b,0.0097890287526239,contra_internal
iPRh,iCg,0.0593132691745327,ipsi
cPRh,cCg,0.0593132691745327,contra_internal
iPRh,iAcb,0.6150039431433988,ipsi
cPRh,cAcb,0.6150039431433988,contra_internal
iPRh,iTC,0.04366507681936772,ipsi
cPRh,cTC,0.04366507681936772,contra_internal
iPRh,iAI,0.14640739929455962,ipsi
cPRh,cAI,0.14640739929455962,contra_internal
iPRh,iAI-b,0.139475844663141,ipsi
cPRh,cAI-b,0.139475844663141,contra_internal
iPRh,iAIP,0.1607363257542461,ipsi
cPRh,cAIP,0.1607363257542461,contra_internal
iPRh,iDpMe,0.04940976410672466,ipsi
cPRh,cDpMe,0.04940976410672466,contra_internal
iPRh,iAu,0.08911073003681726,ipsi
cPRh,cAu,0.08911073003681726,contra_internal
iPRh,iBLP,0.24103993103564142,ipsi
cPRh,cBLP,0.24103993103564142,contra_internal
iPRh,iBLA,0.1763030527330795,ipsi
cPRh,cBLA,0.1763030527330795,contra_internal
iPRh,iBMA,0.038867404119610066,ipsi
cPRh,cBMA,0.038867404119610066,contra_internal
iPRh,iCA,0.10519201114311594,ipsi
cPRh,cCA,0.10519201114311594,contra_internal
iPRh,iCl,0.1177062715316404,ipsi
cPRh,cCl,0.1177062715316404,contra_internal
iPRh,iCPu,0.9193407755257345,ipsi
cPRh,cCPu,0.9193407755257345,contra_internal
iPRh,iHipp,0.06152755315357125,ipsi
cPRh,cHipp,0.06152755315357125,contra_internal
iPRh,iEct,0.24935656259421032,ipsi
cPRh,cEct,0.24935656259421032,contra_internal
iPRh,iLEnt,0.5071290725577958,ipsi
cPRh,cLEnt,0.5071290725577958,contra_internal
iPRh,iEnt,0.31473111767202067,ipsi
cPRh,cEnt,0.31473111767202067,contra_internal
iPRh,iDEn,0.2451459816705976,ipsi
cPRh,cDEn,0.2451459816705976,contra_internal
iPRh,iEn,0.16758279502585097,ipsi
cPRh,cEn,0.16758279502585097,contra_internal
iPRh,iIC,0.057582044267756635,ipsi
cPRh,cIC,0.057582044267756635,contra_internal
iPRh,iCauThal,0.007727412484290626,ipsi
cPRh,cCauThal,0.007727412484290626,contra_internal
iPRh,iLS,0.04283955594683873,ipsi
cPRh,cLS,0.04283955594683873,contra_internal
iPRh,iM1,0.26613345047132175,ipsi
cPRh,cM1,0.26613345047132175,contra_internal
iPRh,iM2,0.24758261621477912,ipsi
cPRh,cM2,0.24758261621477912,contra_internal
iPRh,iM,0.25694323399086777,ipsi
cPRh,cM,0.25694323399086777,contra_internal
iPRh,iDP,0.11044207203681965,ipsi
cPRh,cDP,0.11044207203681965,contra_internal
iPRh,iMO,0.08180322635607974,ipsi
cPRh,cMO,0.08180322635607974,contra_internal
iPRh,iVO,0.12052158001349095,ipsi
cPRh,cVO,0.12052158001349095,contra_internal
iPRh,iPAG,0.15516197393037928,ipsi
cPRh,cPAG,0.15516197393037928,contra_internal
iPRh,iPS,0.02182612535215726,ipsi
cPRh,cPS,0.02182612535215726,contra_internal
iPRh,iPir,0.5475211120617673,ipsi
cPRh,cPir,0.5475211120617673,contra_internal
iPRh,iPrL,0.10764158441366241,ipsi
cPRh,cPrL,0.10764158441366241,contra_internal
iPRh,iVLThal,0.010357279460919251,ipsi
cPRh,cVLThal,0.010357279460919251,contra_internal
iPRh,iRSC,0.010331089902988238,ipsi
cPRh,cRSC,0.010331089902988238,contra_internal
iPRh,iRSC-b,0.006910829643415236,ipsi
cPRh,cRSC-b,0.006910829643415236,contra_internal
iPRh,iRSA,0.010331089902988238,ipsi
cPRh,cRSA,0.010331089902988238,contra_internal
iPRh,iSuC,0.07245110055464682,ipsi
cPRh,cSuC,0.07245110055464682,contra_internal
iPRh,iot,0.2159917941065054,ipsi
cPRh,cot,0.2159917941065054,contra_internal
iPRh,iS2,0.12435512167130296,ipsi
cPRh,cS2,0.12435512167130296,contra_internal
iPRh,iS1,0.050991756451158374,ipsi
cPRh,cS1,0.050991756451158374,contra_internal
iPRh,iS1-b,0.06996718239274526,ipsi
cPRh,cS1-b,0.06996718239274526,contra_internal
iPRh,iTeA,0.1660170051029953,ipsi
cPRh,cTeA,0.1660170051029953,contra_internal
iPRh,iIns,0.09823872624359117,ipsi
cPRh,cIns,0.09823872624359117,contra_internal
iPRh,iV-b,0.008163610182097967,ipsi
cPRh,cV-b,0.008163610182097967,contra_internal
iPRh,iVTA,0.007102134043759645,ipsi
cPRh,cVTA,0.007102134043759645,contra_internal
iPir,iAI,0.03750300846778012,ipsi
cPir,cAI,0.03750300846778012,contra_internal
iPir,iAI-b,0.04350342103225893,ipsi
cPir,cAI-b,0.04350342103225893,contra_internal
iPir,iAIP,0.12276023181821615,ipsi
cPir,cAIP,0.12276023181821615,contra_internal
iPir,iBLP,0.06278639280386138,ipsi
cPir,cBLP,0.06278639280386138,contra_internal
iPir,iBLA,0.032368618516882434,ipsi
cPir,cBLA,0.032368618516882434,contra_internal
iPir,iBMA,0.0845812775381002,ipsi
cPir,cBMA,0.0845812775381002,contra_internal
iPir,iCA,0.02485430899535959,ipsi
cPir,cCA,0.02485430899535959,contra_internal
iPir,iPMCo,0.09671008853821876,ipsi
cPir,cPMCo,0.09671008853821876,contra_internal
iPir,iLEnt,0.3879913827678952,ipsi
cPir,cLEnt,0.3879913827678952,contra_internal
iPir,iEnt,0.23192300535790578,ipsi
cPir,cEnt,0.23192300535790578,contra_internal
iPir,iDEn,0.20513773708145489,ipsi
cPir,cDEn,0.20513773708145489,contra_internal
iPir,iEn,0.14811685511838282,ipsi
cPir,cEn,0.14811685511838282,contra_internal
iPir,iLS,0.011207427558356799,ipsi
cPir,cLS,0.011207427558356799,contra_internal
iPir,iDP,0.028914020271217537,ipsi
cPir,cDP,0.028914020271217537,contra_internal
iPir,iVO,0.021690194272968557,ipsi
cPir,cVO,0.021690194272968557,contra_internal
iPir,iPRh,0.09015635149627804,ipsi
cPir,cPRh,0.09015635149627804,contra_internal
iPir,iot,0.05999078767196541,ipsi
cPir,cot,0.05999078767196541,contra_internal
iPrL,iTC,0.04037407294165225,ipsi
cPrL,cTC,0.04037407294165225,contra_internal
iPrL,iAI,0.03689032726402077,ipsi
cPrL,cAI,0.03689032726402077,contra_internal
iPrL,iAI-b,0.026553494717046912,ipsi
cPrL,cAI-b,0.026553494717046912,contra_internal
iPrL,iAIP,0.01708948812203608,ipsi
cPrL,cAIP,0.01708948812203608,contra_internal
iPrL,iMDThal,0.042130795185757214,ipsi
cPrL,cMDThal,0.042130795185757214,contra_internal
iPrL,iDpMe,0.048427573832217394,ipsi
cPrL,cDpMe,0.048427573832217394,contra_internal
iPrL,iCA,0.009663833611297338,ipsi
cPrL,cCA,0.009663833611297338,contra_internal
iPrL,iCl,0.07678833689973992,ipsi
cPrL,cCl,0.07678833689973992,contra_internal
iPrL,iCPu,0.3325431448810281,ipsi
cPrL,cCPu,0.3325431448810281,contra_internal
iPrL,iPnO,0.010535998828303883,ipsi
cPrL,cPnO,0.010535998828303883,contra_internal
iPrL,iDEn,0.07904166341564126,ipsi
cPrL,cDEn,0.07904166341564126,contra_internal
iPrL,iEn,0.04106612254798425,ipsi
cPrL,cEn,0.04106612254798425,contra_internal
iPrL,iIC,0.04952387469721481,ipsi
cPrL,cIC,0.04952387469721481,contra_internal
iPrL,iLS,0.010821343111129887,ipsi
cPrL,cLS,0.010821343111129887,contra_internal
iPrL,iM1,0.048504776167731786,ipsi
cPrL,cM1,0.048504776167731786,contra_internal
iPrL,iM,0.024834683106464216,ipsi
cPrL,cM,0.024834683106464216,contra_internal
iPrL,iMO,0.06638981600011959,ipsi
cPrL,cMO,0.06638981600011959,contra_internal
iPrL,iVO,0.009670848291930443,ipsi
cPrL,cVO,0.009670848291930443,contra_internal
iPrL,iPAG,0.08720035350874857,ipsi
cPrL,cPAG,0.08720035350874857,contra_internal
iPrL,iVLThal,0.014764285421379695,ipsi
cPrL,cVLThal,0.014764285421379695,contra_internal
iPrL,iVMThal,0.010390580166239666,ipsi
cPrL,cVMThal,0.010390580166239666,contra_internal
iPrL,iot,0.20228555800137704,ipsi
cPrL,cot,0.20228555800137704,contra_internal
iPrL,iSN,0.016455076784143548,ipsi
cPrL,cSN,0.016455076784143548,contra_internal
iPrL,iVTA,0.03780485880294818,ipsi
cPrL,cVTA,0.03780485880294818,contra_internal
iVLThal,iAcb,0.022803305869564947,ipsi
cVLThal,cAcb,0.022803305869564947,contra_internal
iVLThal,iAI,0.15345173074394042,ipsi
cVLThal,cAI,0.15345173074394042,contra_internal
iVLThal,iAI-b,0.10400605413937902,ipsi
cVLThal,cAI-b,0.10400605413937902,contra_internal
iVLThal,iAIP,0.05794686169044927,ipsi
cVLThal,cAIP,0.05794686169044927,contra_internal
iVLThal,iAu,0.013693802042353645,ipsi
cVLThal,cAu,0.013693802042353645,contra_internal
iVLThal,iBLP,0.011590834853890453,ipsi
cVLThal,cBLP,0.011590834853890453,contra_internal
iVLThal,iBLA,0.013245245569850976,ipsi
cVLThal,cBLA,0.013245245569850976,contra_internal
iVLThal,iCl,0.0540999886280853,ipsi
cVLThal,cCl,0.0540999886280853,contra_internal
iVLThal,iHipp,0.012776181554987996,ipsi
cVLThal,cHipp,0.012776181554987996,contra_internal
iVLThal,iEct,0.16211091524770113,ipsi
cVLThal,cEct,0.16211091524770113,contra_internal
iVLThal,iLEnt,0.17624110245484453,ipsi
cVLThal,cLEnt,0.17624110245484453,contra_internal
iVLThal,iEnt,0.11452642364520978,ipsi
cVLThal,cEnt,0.11452642364520978,contra_internal
iVLThal,iDEn,0.06434139602845881,ipsi
cVLThal,cDEn,0.06434139602845881,contra_internal
iVLThal,iEn,0.0346891842530682,ipsi
cVLThal,cEn,0.0346891842530682,contra_internal
iVLThal,iDP,0.496878251175233,ipsi
cVLThal,cDP,0.496878251175233,contra_internal
iVLThal,iMO,0.08033277728634192,ipsi
cVLThal,cMO,0.08033277728634192,contra_internal
iVLThal,iVO,0.425042958126488,ipsi
cVLThal,cVO,0.425042958126488,contra_internal
iVLThal,iPS,0.012333667240124515,ipsi
cVLThal,cPS,0.012333667240124515,contra_internal
iVLThal,iPRh,0.08279307453935064,ipsi
cVLThal,cPRh,0.08279307453935064,contra_internal
iVLThal,iPir,0.19341977429305374,ipsi
cVLThal,cPir,0.19341977429305374,contra_internal
iVLThal,iPrL,0.008925098006256009,ipsi
cVLThal,cPrL,0.008925098006256009,contra_internal
iVLThal,iRSC,0.012586166135343082,ipsi
cVLThal,cRSC,0.012586166135343082,contra_internal
iVLThal,iRSC-b,0.008425544124412904,ipsi
cVLThal,cRSC-b,0.008425544124412904,contra_internal
iVLThal,iRSA,0.012586166135343082,ipsi
cVLThal,cRSA,0.012586166135343082,contra_internal
iVLThal,iot,0.01902118601548794,ipsi
cVLThal,cot,0.01902118601548794,contra_internal
iVLThal,iS1-b,0.0386253975564219,ipsi
cVLThal,cS1-b,0.0386253975564219,contra_internal
iVLThal,iTeA,0.08314980402572486,ipsi
cVLThal,cTeA,0.08314980402572486,contra_internal
iVLThal,iIns,0.011649189692190502,ipsi
cVLThal,cIns,0.011649189692190502,contra_internal
iVLThal,iV,0.009586597331123015,ipsi
cVLThal,cV,0.009586597331123015,contra_internal
iVLThal,iV-b,0.008512120170816621,ipsi
cVLThal,cV-b,0.008512120170816621,contra_internal
iRSC,iCg,0.13626654094240565,ipsi
cRSC,cCg,0.13626654094240565,contra_internal
iRSC,iDpMe,0.05240673297962767,ipsi
cRSC,cDpMe,0.05240673297962767,contra_internal
iRSC,iCPu,0.17520809807241838,ipsi
cRSC,cCPu,0.17520809807241838,contra_internal
iRSC,iPnO,0.020201673780743553,ipsi
cRSC,cPnO,0.020201673780743553,contra_internal
iRSC,iEct,0.016690617317501655,ipsi
cRSC,cEct,0.016690617317501655,contra_internal
iRSC,iLEnt,0.012405037740649699,ipsi
cRSC,cLEnt,0.012405037740649699,contra_internal
iRSC,iEnt,0.012259096128204866,ipsi
cRSC,cEnt,0.012259096128204866,contra_internal
iRSC,iIC,0.03011529910343825,ipsi
cRSC,cIC,0.03011529910343825,contra_internal
iRSC,iLDThal,0.0962738341027189,ipsi
cRSC,cLDThal,0.0962738341027189,contra_internal
iRSC,iCauThal,0.010497573181089353,ipsi
cRSC,cCauThal,0.010497573181089353,contra_internal
iRSC,iM1,0.13944824719371754,ipsi
cRSC,cM1,0.13944824719371754,contra_internal
iRSC,iM2,0.29052695308616633,ipsi
cRSC,cM2,0.29052695308616633,contra_internal
iRSC,iM,0.22061793031153532,ipsi
cRSC,cM,0.22061793031153532,contra_internal
iRSC,iPAG,0.07023634653734402,ipsi
cRSC,cPAG,0.07023634653734402,contra_internal
iRSC,iPS,0.02673426534881104,ipsi
cRSC,cPS,0.02673426534881104,contra_internal
iRSC,iRSC-b,0.16606385475438692,ipsi
cRSC,cRSC-b,0.16606385475438692,contra_internal
iRSC,iRSA,0.21997450968692092,ipsi
cRSC,cRSA,0.21997450968692092,contra_internal
iRSC,iVMThal,0.0173353157267617,ipsi
cRSC,cVMThal,0.0173353157267617,contra_internal
iRSC,iSuC,0.132769369571516,ipsi
cRSC,cSuC,0.132769369571516,contra_internal
iRSC,iSN,0.01050431817813139,ipsi
cRSC,cSN,0.01050431817813139,contra_internal
iRSC,iS1-b,0.054621017571018476,ipsi
cRSC,cS1-b,0.054621017571018476,contra_internal
iRSC,iV,0.07667922755049923,ipsi
cRSC,cV,0.07667922755049923,contra_internal
iRSC,iV-b,0.040203880830369305,ipsi
cRSC,cV-b,0.040203880830369305,contra_internal
iRSC,iVTA,0.012601426214775677,ipsi
cRSC,cVTA,0.012601426214775677,contra_internal
iRSC-b,iCg,0.09480093444316413,ipsi
cRSC-b,cCg,0.09480093444316413,contra_internal
iRSC-b,iTC,0.008992637761529133,ipsi
cRSC-b,cTC,0.008992637761529133,contra_internal
iRSC-b,iDpMe,0.035535129119955634,ipsi
cRSC-b,cDpMe,0.035535129119955634,contra_internal
iRSC-b,iCPu,0.12328105281402042,ipsi
cRSC-b,cCPu,0.12328105281402042,contra_internal
iRSC-b,iPnO,0.013557197245415941,ipsi
cRSC-b,cPnO,0.013557197245415941,contra_internal
iRSC-b,iEct,0.011188161134626055,ipsi
cRSC-b,cEct,0.011188161134626055,contra_internal
iRSC-b,iLEnt,0.02121606452052635,ipsi
cRSC-b,cLEnt,0.02121606452052635,contra_internal
iRSC-b,iEnt,0.017824706130836535,ipsi
cRSC-b,cEnt,0.017824706130836535,contra_internal
iRSC-b,iIC,0.02027512462972486,ipsi
cRSC-b,cIC,0.02027512462972486,contra_internal
iRSC-b,iLDThal,0.21057518884656637,ipsi
cRSC-b,cLDThal,0.21057518884656637,contra_internal
iRSC-b,iCauThal,0.01096260910710851,ipsi
cRSC-b,cCauThal,0.01096260910710851,contra_internal
iRSC-b,iM1,0.09710564509050261,ipsi
cRSC-b,cM1,0.09710564509050261,contra_internal
iRSC-b,iM2,0.21093581274602405,ipsi
cRSC-b,cM2,0.21093581274602405,contra_internal
iRSC-b,iM,0.15722211592506727,ipsi
cRSC-b,cM,0.15722211592506727,contra_internal
iRSC-b,iPAG,0.04789259842496575,ipsi
cRSC-b,cPAG,0.04789259842496575,contra_internal
iRSC-b,iPS,0.01965683764981127,ipsi
cRSC-b,cPS,0.01965683764981127,contra_internal
iRSC-b,iRSC,0.24613063657196999,ipsi
cRSC-b,cRSC,0.24613063657196999,contra_internal
iRSC-b,iRSA,0.24613063657196999,ipsi
cRSC-b,cRSA,0.24613063657196999,contra_internal
iRSC-b,iVMThal,0.013210961617786189,ipsi
cRSC-b,cVMThal,0.013210961617786189,contra_internal
iRSC-b,iSuC,0.09227233824420887,ipsi
